session_id,dialogue_response
395_turn_019,im_sorry (i'm sorry)
395_turn_020,Ellie17Dec2012_04 (that's great)
395_turn_021,mhm (mhm)
395_turn_022,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
395_turn_023,depression_diagnosed (have you been diagnosed with depression)
395_turn_024,disturbing_thoughts (do you have disturbing thoughts)
395_turn_025,feel_lately (how have you been feeling lately)
395_turn_026,easy_sleep (how easy is it for you to get a good night's sleep)
395_turn_027,thats_good (that's good)
395_turn_028,situation_handled (tell me about a situation that you wish you had handled differently)
395_turn_029,okay_confirm (okay)
395_turn_030,tell_about_that (can you tell me about that)
395_turn_031,yeah_downer (yeah)
395_turn_032,describe_felt (how did you feel in that moment)
395_turn_033,thats_great (that's great)
395_turn_034,Ellie17Dec2012_07 (what would you say are some of your best qualities)
395_turn_035,mm (mm)
395_turn_036,yeah_downer (yeah)
395_turn_037,influence_positive (who's someone that's been a positive influence in your life)
395_turn_038,aw (aw)
395_turn_039,okay_confirm (okay)
395_turn_040,Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)
395_turn_041,kids_elaborate (tell me about your kids)
395_turn_042,easy_parent (do you find it easy to be a parent)
395_turn_043,thats_good (that's good)
395_turn_044,Ellie17Dec2012_08 (what are you most proud of in your life)
395_turn_045,mhm (mhm)
403_turn_000,thats_good (that's good)
403_turn_001,cool3 (cool)
403_turn_002,mhm (mhm)
403_turn_003,dont_like_LA (what are some things you don't really like about l_a)
403_turn_004,see_mean (i see what you mean)
403_turn_005,wow (wow)
403_turn_006,travel_trips (i'd love to hear about one of your trips)
403_turn_007,awesome (awesome)
403_turn_008,great_situation (that sounds like a great situation)
403_turn_009,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
403_turn_010,mm (mm)
403_turn_011,thats_good (that's good)
403_turn_012,yeah_downer (yeah)
403_turn_013,mhm (mhm)
403_turn_014,yeah_downer (yeah)
403_turn_015,yeah_downer (yeah)
403_turn_016,still_working_on_X (are you still working in that)
403_turn_017,sounds_interesting (that sounds interesting)
403_turn_018,mhm (mhm)
403_turn_019,family_relationship (tell me about your relationship with your family)
403_turn_020,yeah3 (yeah)
403_turn_021,feel_lately (how have you been feeling lately)
403_turn_022,difficult (how hard is that)
403_turn_023,mhm (mhm)
403_turn_024,depression_diagnosed (have you been diagnosed with depression)
403_turn_025,happy_lasttime (tell me about the last time you felt really happy)
403_turn_026,okay_confirm (okay)
403_turn_027,yeah3 (yeah)
403_turn_028,uh_huh (uh huh)
403_turn_029,wild_laughter3 ((laughter))
403_turn_030,aw (aw)
403_turn_031,Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)
403_turn_032,great_situation (that sounds like a great situation)
403_turn_033,feelguilty (what's something you feel guilty about)
403_turn_034,see_mean (i see what you mean)
403_turn_035,okay_confirm (okay)
403_turn_036,yeah3 (yeah)
403_turn_037,influence_positive (who's someone that's been a positive influence in your life)
403_turn_038,tell_about_that (can you tell me about that)
403_turn_039,mhm (mhm)
403_turn_040,yeah3 (yeah)
404_turn_000,cool3 (cool)
404_turn_001,yeah3 (yeah)
404_turn_002,mm (mm)
404_turn_003,travel_changed (what do you enjoy about traveling)
404_turn_004,uh_huh (uh huh)
404_turn_005,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
404_turn_006,thats_good (that's good)
404_turn_007,last_argument (when was the last time you argued with someone and what was it about)
404_turn_008,okay_confirm (okay)
404_turn_009,tell_about_that (can you tell me about that)
404_turn_010,isee_downer (i see)
404_turn_011,landed_trouble (has that gotten you in trouble)
404_turn_012,okay_confirm (okay)
404_turn_013,Ellie17Dec2012_02 (uh huh)
404_turn_014,been_hard (that sounds really hard)
404_turn_015,thats_good (that's good)
404_turn_016,why2 (why)
404_turn_017,yeah_downer (yeah)
404_turn_018,okay_confirm (okay)
404_turn_019,sleep_affects (what are you like when you don't sleep well)
404_turn_020,okay_confirm (okay)
404_turn_021,old (how old were you when you joined the military)
404_turn_022,very_young (you were very young weren't you)
404_turn_023,combat (did you ever see combat)
404_turn_024,mhm (mhm)
404_turn_025,nice (nice)
404_turn_026,mhm (mhm)
404_turn_027,difficult (how hard is that)
404_turn_028,civilian_life (how easy was it for you to go back to civilian life)
404_turn_029,understand (i understand)
404_turn_030,depression_diagnosed (have you been diagnosed with depression)
404_turn_031,happy_lasttime (tell me about the last time you felt really happy)
404_turn_032,uh_huh (uh huh)
404_turn_033,okay_confirm (okay)
404_turn_034,mhm (mhm)
404_turn_035,okay_confirm (okay)
404_turn_036,mhm (mhm)
404_turn_037,advice_back (what advice would you give to yourself ten or twenty years ago)
404_turn_038,okay_confirm (okay)
404_turn_039,thats_great (that's great)
404_turn_040,asked_everything (okay i think i have asked everything i need to)
406_turn_000,really (really)
406_turn_001,mhm (mhm)
406_turn_002,dont_like_LA (what are some things you don't really like about l_a)
406_turn_003,okay_confirm (okay)
406_turn_004,why2 (why)
406_turn_005,okay_confirm (okay)
406_turn_006,travel_trips (i'd love to hear about one of your trips)
406_turn_007,nice (nice)
406_turn_008,sounds_interesting (that sounds interesting)
406_turn_009,yeah3 (yeah)
406_turn_010,understand (i understand)
406_turn_011,okay_confirm (okay)
406_turn_012,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
406_turn_013,like_what (like what)
406_turn_014,cool3 (cool)
406_turn_015,last_argument (when was the last time you argued with someone and what was it about)
406_turn_016,okay_confirm (okay)
406_turn_017,situation_handled (tell me about a situation that you wish you had handled differently)
406_turn_018,hard_decisionB (tell me about the hardest decision you've ever had to make)
406_turn_019,tell_about_that (can you tell me about that)
406_turn_020,change_directions (what made you decide to do that)
406_turn_021,see_mean (i see what you mean)
406_turn_022,okay_confirm (okay)
406_turn_023,mhm (mhm)
406_turn_024,like_what (like what)
406_turn_025,okay_confirm (okay)
406_turn_026,okay_confirm (okay)
406_turn_027,thats_good (that's good)
406_turn_028,good_hear (that's so good to hear)
406_turn_029,depression_diagnosed (have you been diagnosed with depression)
406_turn_030,happy_lasttime (tell me about the last time you felt really happy)
406_turn_031,tell_about_that (can you tell me about that)
406_turn_032,awesome (awesome)
406_turn_033,wow (wow)
406_turn_034,advice_back (what advice would you give to yourself ten or twenty years ago)
406_turn_035,okay_confirm (okay)
406_turn_036,self_change (what are some things you wish you could change about yourself)
406_turn_037,feelbadly (tell me about a time when someone made you feel really badly about yourself)
406_turn_038,okay_confirm (okay)
406_turn_039,thats_great (that's great)
413_turn_000,really (really)
413_turn_001,often_backB (how often do you go back to your hometown)
413_turn_002,mhm (mhm)
413_turn_003,why2 (why)
413_turn_004,understand (i understand)
413_turn_005,adapted_LA (how easy was it for you to get used to living in l_a)
413_turn_006,mm (mm)
413_turn_007,sounds_interesting (that sounds interesting)
413_turn_008,still_working_on_X (are you still working in that)
413_turn_009,awesome (awesome)
413_turn_010,memorableB (what's one of your most memorable experiences)
413_turn_011,tell_about_that (can you tell me about that)
413_turn_012,great_situation (that sounds like a great situation)
413_turn_013,yeah_downer (yeah)
413_turn_014,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
413_turn_015,like_what (like what)
413_turn_016,okay_confirm (okay)
413_turn_017,uh_huh (uh huh)
413_turn_018,tell_about_that (can you tell me about that)
413_turn_019,yeah_downer (yeah)
413_turn_020,yeah_downer (yeah)
413_turn_021,okay_confirm (okay)
413_turn_022,yeah_downer (yeah)
413_turn_023,mhm (mhm)
413_turn_024,trigger (are they triggered by something)
413_turn_025,hmm_downer (hmm)
413_turn_026,okay_confirm (okay)
413_turn_027,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
413_turn_028,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
413_turn_029,depression_diagnosed (have you been diagnosed with depression)
413_turn_030,why_seek_help (what got you to seek help)
413_turn_031,therapy_useful (do you feel like therapy is useful)
413_turn_032,therapy_going (do you still go to therapy now)
413_turn_033,stop_going (why did you stop)
413_turn_034,see_mean (i see what you mean)
413_turn_035,thats_great (that's great)
413_turn_036,yeah_downer (yeah)
413_turn_037,advice_back (what advice would you give to yourself ten or twenty years ago)
413_turn_038,BF_describe (how would your best friend describe you)
413_turn_039,uh_huh (uh huh)
413_turn_040,nice (nice)
413_turn_041,asked_everything (okay i think i have asked everything i need to)
417_turn_000,really (really)
417_turn_001,dont_like_LA (what are some things you don't really like about l_a)
417_turn_002,yeah3 (yeah)
417_turn_003,hard_decision (how did you decide to do that)
417_turn_004,yeah_downer (yeah)
417_turn_005,okay_confirm (okay)
417_turn_006,see_mean (i see what you mean)
417_turn_007,mhm (mhm)
417_turn_008,uh_huh (uh huh)
417_turn_009,thats_good (that's good)
417_turn_010,okay_confirm (okay)
417_turn_011,yeah3 (yeah)
417_turn_012,avoid (could you have done anything to avoid it)
417_turn_013,yeah3 (yeah)
417_turn_014,sorry_hear (i'm sorry to hear that)
417_turn_015,okay_confirm (okay)
417_turn_016,family_relationship (tell me about your relationship with your family)
417_turn_017,thats_good (that's good)
417_turn_018,mhm (mhm)
417_turn_019,sleep_affects (what are you like when you don't sleep well)
417_turn_020,okay_confirm (okay)
417_turn_021,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
417_turn_022,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
417_turn_023,tell_about_that (can you tell me about that)
417_turn_024,suspect_problem (did you think you had a problem before you found out)
417_turn_025,symptoms_what (what were your symptoms)
417_turn_026,therapist_useful (is going to a therapist helping you)
417_turn_027,yeah_downer (yeah)
417_turn_028,Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)
417_turn_029,okay_confirm (okay)
417_turn_030,ideal_weekendC (tell me how you spend your ideal weekend)
417_turn_031,mhm (mhm)
417_turn_032,mm (mm)
417_turn_033,asked_everything (okay i think i have asked everything i need to)
418_turn_000,really (really)
418_turn_001,very_young (you were very young weren't you)
418_turn_002,okay_confirm (okay)
418_turn_003,mhm (mhm)
418_turn_004,yeah3 (yeah)
418_turn_005,sounds_interesting (that sounds interesting)
418_turn_006,thats_great (that's great)
418_turn_007,okay_confirm (okay)
418_turn_008,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
418_turn_009,aw (aw)
418_turn_010,thats_good (that's good)
418_turn_011,last_argument (when was the last time you argued with someone and what was it about)
418_turn_012,okay_confirm (okay)
418_turn_013,situation_handled (tell me about a situation that you wish you had handled differently)
418_turn_014,okay_confirm (okay)
418_turn_015,yeah_downer (yeah)
418_turn_016,easy_parent (do you find it easy to be a parent)
418_turn_017,parent_hardest (what's the hardest thing about being a parent)
418_turn_018,tell_me_moreV2 (can you tell me more about that)
418_turn_019,parent_hardest (what's the hardest thing about being a parent)
418_turn_020,parent_best (what's the best thing about being a parent)
418_turn_021,yeah3 (yeah)
418_turn_022,parent_differences (what are some ways that you're different as a parent than your parents)
418_turn_023,hmm_downer (hmm)
418_turn_024,easy_sleep (how easy is it for you to get a good night's sleep)
418_turn_025,sleep_affects (what are you like when you don't sleep well)
418_turn_026,okay_confirm (okay)
418_turn_027,trade_offs (there are always trade-offs in life aren't there)
418_turn_028,depression_diagnosed (have you been diagnosed with depression)
418_turn_029,when_diagnosed (how long ago were you diagnosed)
418_turn_030,why_seek_help (what got you to seek help)
418_turn_031,therapy_going (do you still go to therapy now)
418_turn_032,therapy_useful (do you feel like therapy is useful)
418_turn_033,therapy_changes (what sort of changes have you noticed since you've been going to therapy)
418_turn_034,thats_good (that's good)
418_turn_035,okay_confirm (okay)
418_turn_036,okay_confirm (okay)
418_turn_037,Ellie17Dec2012_07 (what would you say are some of your best qualities)
418_turn_038,mhm (mhm)
418_turn_039,yes (yes)
418_turn_040,mm (mm)
418_turn_041,Ellie17Dec2012_08 (what are you most proud of in your life)
418_turn_042,asked_everything (okay i think i have asked everything i need to)
420_turn_000,really (really)
420_turn_001,often_backB (how often do you go back to your hometown)
420_turn_002,wow (wow)
420_turn_003,compares_LA (how does it compare to l_a)
420_turn_004,tell_about_that (can you tell me about that)
420_turn_005,wild_laughter5 ((laughter))
420_turn_006,adapted_LA (how easy was it for you to get used to living in l_a)
420_turn_007,thats_good (that's good)
420_turn_008,dont_like_LA (what are some things you don't really like about l_a)
420_turn_009,mhm (mhm)
420_turn_010,travel_changed (what do you enjoy about traveling)
420_turn_011,uh_huh (uh huh)
420_turn_012,nice (nice)
420_turn_013,awesome (awesome)
420_turn_014,dream_job (what's your dream job)
420_turn_015,really (really)
420_turn_016,thats_great (that's great)
420_turn_017,uh_huh (uh huh)
420_turn_018,last_argument (when was the last time you argued with someone and what was it about)
420_turn_019,oh_no (oh no)
420_turn_020,yeah_downer (yeah)
420_turn_021,sorry_hear (i'm sorry to hear that)
420_turn_022,situation_handled (tell me about a situation that you wish you had handled differently)
420_turn_023,change_directions (what made you decide to do that)
420_turn_024,avoid (could you have done anything to avoid it)
420_turn_025,yeah_downer (yeah)
420_turn_026,okay_confirm (okay)
420_turn_027,tell_about_that (can you tell me about that)
420_turn_028,yeah_downer (yeah)
420_turn_029,okay_confirm (okay)
420_turn_030,why2 (why)
420_turn_031,isee_downer (i see)
420_turn_032,aw (aw)
420_turn_033,yeah3 (yeah)
420_turn_034,parent_best (what's the best thing about being a parent)
420_turn_035,parent_differences (what are some ways that you're different as a parent than your parents)
420_turn_036,give_example (can you give me an example of that)
420_turn_037,okay_confirm (okay)
420_turn_038,tell_about_that (can you tell me about that)
420_turn_039,okay_confirm (okay)
420_turn_040,sleep_affects (what are you like when you don't sleep well)
420_turn_041,feel_lately (how have you been feeling lately)
420_turn_042,hmm_downer (hmm)
420_turn_043,depression_diagnosed (have you been diagnosed with depression)
420_turn_044,okay_confirm (okay)
420_turn_045,tell_about_that (can you tell me about that)
420_turn_046,great_situation (that sounds like a great situation)
420_turn_047,self_change (what are some things you wish you could change about yourself)
420_turn_048,okay_confirm (okay)
420_turn_049,advice_back (what advice would you give to yourself ten or twenty years ago)
420_turn_050,hmm_downer (hmm)
420_turn_051,ideal_weekendC (tell me how you spend your ideal weekend)
420_turn_052,nice (nice)
422_turn_000,really (really)
422_turn_001,very_young (you were very young weren't you)
422_turn_002,cool3 (cool)
422_turn_003,mhm (mhm)
422_turn_004,yeah_downer (yeah)
422_turn_005,yes (yes)
422_turn_006,travel_changed (what do you enjoy about traveling)
422_turn_007,mhm (mhm)
422_turn_008,yeah2 (yeah)
422_turn_009,wow (wow)
422_turn_010,awesome (awesome)
422_turn_011,thats_great (that's great)
422_turn_012,shyoutgoing (do you consider yourself more shy or outgoing)
422_turn_013,makes_sense (that makes sense)
422_turn_014,uh_huh (uh huh)
422_turn_015,thats_good (that's good)
422_turn_016,mind (whatever comes to your mind)
422_turn_017,okay_confirm (okay)
422_turn_018,hard_decisionB (tell me about the hardest decision you've ever had to make)
422_turn_019,hard_decision (how did you decide to do that)
422_turn_020,been_hard (that sounds really hard)
422_turn_021,Ellie17Dec2012_03 (that's good)
422_turn_022,wild_laughter5 ((laughter))
422_turn_023,yeah_downer (yeah)
422_turn_024,uh_huh (uh huh)
422_turn_025,mm (mm)
422_turn_026,yeah_downer (yeah)
422_turn_027,tell_about_that (can you tell me about that)
422_turn_028,feel_lately (how have you been feeling lately)
422_turn_029,sorry_hear (i'm sorry to hear that)
422_turn_030,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
422_turn_031,depression_diagnosed (have you been diagnosed with depression)
422_turn_032,isee_downer (i see)
422_turn_033,downer (okay)
422_turn_034,happy_lasttime (tell me about the last time you felt really happy)
422_turn_035,Ellie17Dec2012_10 (tell me about something you did recently that you really enjoyed)
422_turn_036,wild_laughter5 ((laughter))
422_turn_037,nice (nice)
422_turn_038,BF_describe (how would your best friend describe you)
422_turn_039,why2 (why)
422_turn_040,isee_downer (i see)
422_turn_041,Ellie17Dec2012_08 (what are you most proud of in your life)
422_turn_042,thats_great (that's great)
436_turn_000,often_backB (how often do you go back to your hometown)
436_turn_001,compares_LA (how does it compare to l_a)
436_turn_002,mhm (mhm)
436_turn_003,like_about_LA (what are some things you really like about l_a)
436_turn_004,yeah3 (yeah)
436_turn_005,see_mean (i see what you mean)
436_turn_006,cool3 (cool)
436_turn_007,memorableB (what's one of your most memorable experiences)
436_turn_008,yeah3 (yeah)
436_turn_009,wow (wow)
436_turn_010,hard_decision (how did you decide to do that)
436_turn_011,dream_job (what's your dream job)
436_turn_012,uh_huh (uh huh)
436_turn_013,okay_confirm (okay)
436_turn_014,control_temper (how are you at controlling your temper)
436_turn_015,last_argument (when was the last time you argued with someone and what was it about)
436_turn_016,that_sucks (that sucks)
436_turn_017,wild_laughter5 ((laughter))
436_turn_018,yeah3 (yeah)
436_turn_019,mm (mm)
436_turn_020,feelguilty (what's something you feel guilty about)
436_turn_021,okay_confirm (okay)
436_turn_022,okay_confirm (okay)
436_turn_023,tell_about_that (can you tell me about that)
436_turn_024,sorry_hear (i'm sorry to hear that)
436_turn_025,thats_good (that's good)
436_turn_026,yeah3 (yeah)
436_turn_027,uh_huh (uh huh)
436_turn_028,wild_laughter3 ((laughter))
436_turn_029,sleep_affects (what are you like when you don't sleep well)
436_turn_030,mm (mm)
436_turn_031,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
436_turn_032,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
436_turn_033,depression_diagnosed (have you been diagnosed with depression)
436_turn_034,happy_lasttime (tell me about the last time you felt really happy)
436_turn_035,awesome (awesome)
436_turn_036,yeah3 (yeah)
436_turn_037,uh_huh (uh huh)
436_turn_038,feelbadly (tell me about a time when someone made you feel really badly about yourself)
436_turn_039,wild_laughter3 ((laughter))
436_turn_040,yeah3 (yeah)
436_turn_041,understand (i understand)
436_turn_042,mm (mm)
436_turn_043,good_hear (that's so good to hear)
436_turn_044,bye (goodbye)
439_turn_000,really (really)
439_turn_001,mhm (mhm)
439_turn_002,wow (wow)
439_turn_003,see_mean (i see what you mean)
439_turn_004,travel_changed (what do you enjoy about traveling)
439_turn_005,travel_trips (i'd love to hear about one of your trips)
439_turn_006,thats_great (that's great)
439_turn_007,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
439_turn_008,memorableB (what's one of your most memorable experiences)
439_turn_009,aw (aw)
439_turn_010,mhm (mhm)
439_turn_011,good_hear (that's so good to hear)
439_turn_012,yeah3 (yeah)
439_turn_013,thats_great (that's great)
439_turn_014,parent_differences (what are some ways that you're different as a parent than your parents)
439_turn_015,okay_confirm (okay)
439_turn_016,yeah2 (yeah)
439_turn_017,describe_felt (how did you feel in that moment)
439_turn_018,right2 (right)
439_turn_019,that_sucks (that sucks)
439_turn_020,yeah_downer (yeah)
439_turn_021,situation_handled (tell me about a situation that you wish you had handled differently)
439_turn_022,yeah3 (yeah)
439_turn_023,been_hard (that sounds really hard)
439_turn_024,makes_sense (that makes sense)
439_turn_025,mhm (mhm)
439_turn_026,feel_lately (how have you been feeling lately)
439_turn_027,symptoms_cope (how do you cope with them)
439_turn_028,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
439_turn_029,depression_diagnosed (have you been diagnosed with depression)
439_turn_030,happy_lasttime (tell me about the last time you felt really happy)
439_turn_031,good_hear (that's so good to hear)
439_turn_032,uh_huh (uh huh)
439_turn_033,self_change (what are some things you wish you could change about yourself)
439_turn_034,mhm (mhm)
439_turn_035,regret (is there anything you regret)
439_turn_036,advice_back (what advice would you give to yourself ten or twenty years ago)
439_turn_037,Ellie17Dec2012_08 (what are you most proud of in your life)
439_turn_038,asked_everything (okay i think i have asked everything i need to)
440_turn_000,thats_good (that's good)
440_turn_001,really (really)
440_turn_002,mhm (mhm)
440_turn_003,see_mean (i see what you mean)
440_turn_004,travel_changed (what do you enjoy about traveling)
440_turn_005,travel_trips (i'd love to hear about one of your trips)
440_turn_006,memorableB (what's one of your most memorable experiences)
440_turn_007,wow (wow)
440_turn_008,hard_decision (how did you decide to do that)
440_turn_009,thats_good (that's good)
440_turn_010,nice (nice)
440_turn_011,easy_parent (do you find it easy to be a parent)
440_turn_012,parent_hardest (what's the hardest thing about being a parent)
440_turn_013,like_what (like what)
440_turn_014,mhm (mhm)
440_turn_015,thats_good (that's good)
440_turn_016,uh_huh (uh huh)
440_turn_017,thats_great (that's great)
440_turn_018,yeah_downer (yeah)
440_turn_019,last_argument (when was the last time you argued with someone and what was it about)
440_turn_020,describe_felt (how did you feel in that moment)
440_turn_021,tell_about_that (can you tell me about that)
440_turn_022,been_hard (that sounds really hard)
440_turn_023,okay_confirm (okay)
440_turn_024,okay_confirm (okay)
440_turn_025,tell_about_that (can you tell me about that)
440_turn_026,change_directions (what made you decide to do that)
440_turn_027,sorry_hear (i'm sorry to hear that)
440_turn_028,why2 (why)
440_turn_029,feel_lately (how have you been feeling lately)
440_turn_030,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
440_turn_031,trigger (are they triggered by something)
440_turn_032,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
440_turn_033,depression_diagnosed (have you been diagnosed with depression)
440_turn_034,when_diagnosed (how long ago were you diagnosed)
440_turn_035,why_seek_help (what got you to seek help)
440_turn_036,therapy_going (do you still go to therapy now)
440_turn_037,therapy_changes (what sort of changes have you noticed since you've been going to therapy)
440_turn_038,Ellie17Dec2012_03 (that's good)
440_turn_039,BF_describe (how would your best friend describe you)
440_turn_040,mhm (mhm)
440_turn_041,like_what (like what)
440_turn_042,regret (is there anything you regret)
440_turn_043,advice_back (what advice would you give to yourself ten or twenty years ago)
440_turn_044,mhm (mhm)
440_turn_045,describe_felt (how did you feel in that moment)
440_turn_046,Ellie17Dec2012_08 (what are you most proud of in your life)
440_turn_047,thats_great (that's great)
472_turn_000,thats_good (that's good)
472_turn_001,really (really)
472_turn_002,mhm (mhm)
472_turn_003,see_mean (i see what you mean)
472_turn_004,sounds_interesting (that sounds interesting)
472_turn_005,still_working_on_X (are you still working in that)
472_turn_006,difficult (how hard is that)
472_turn_007,tell_about_that (can you tell me about that)
472_turn_008,mm (mm)
472_turn_009,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
472_turn_010,okay_confirm (okay)
472_turn_011,good_hear (that's so good to hear)
472_turn_012,last_argument (when was the last time you argued with someone and what was it about)
472_turn_013,wild_laughter3 ((laughter))
472_turn_014,mhm (mhm)
472_turn_015,parent_hardest (what's the hardest thing about being a parent)
472_turn_016,yeah_downer (yeah)
472_turn_017,parent_differences (what are some ways that you're different as a parent than your parents)
472_turn_018,yeah3 (yeah)
472_turn_019,okay_confirm (okay)
472_turn_020,tell_about_that (can you tell me about that)
472_turn_021,yeah_downer (yeah)
472_turn_022,okay_confirm (okay)
472_turn_023,makes_sense (that makes sense)
472_turn_024,tell_about_that (can you tell me about that)
472_turn_025,okay_confirm (okay)
472_turn_026,thats_good (that's good)
472_turn_027,okay_confirm (okay)
472_turn_028,depression_diagnosed (have you been diagnosed with depression)
472_turn_029,happy_lasttime (tell me about the last time you felt really happy)
472_turn_030,aw (aw)
472_turn_031,great_situation (that sounds like a great situation)
472_turn_032,uh_huh (uh huh)
472_turn_033,feelbadly (tell me about a time when someone made you feel really badly about yourself)
472_turn_034,okay_confirm (okay)
472_turn_035,advice_back (what advice would you give to yourself ten or twenty years ago)
472_turn_036,okay_confirm (okay)
472_turn_037,nice (nice)
472_turn_038,good_hear (that's so good to hear)
476_turn_000,wild_laughter3 ((laughter))
476_turn_001,really (really)
476_turn_002,like_what (like what)
476_turn_003,mhm (mhm)
476_turn_004,see_mean (i see what you mean)
476_turn_005,why2 (why)
476_turn_006,understand (i understand)
476_turn_007,travel_trips (i'd love to hear about one of your trips)
476_turn_008,nice (nice)
476_turn_009,thats_great (that's great)
476_turn_010,sounds_interesting (that sounds interesting)
476_turn_011,still_working_on_X (are you still working in that)
476_turn_012,difficult (how hard is that)
476_turn_013,why2 (why)
476_turn_014,that_sucks (that sucks)
476_turn_015,relax_fishtank (sometimes when i'm feeling tense i turn on the fish tank screensaver hey i know it's not hawaii but it's the best i've got what do you do to relax)
476_turn_016,thats_good (that's good)
476_turn_017,mhm (mhm)
476_turn_018,okay_confirm (okay)
476_turn_019,okay_confirm (okay)
476_turn_020,hmmB (hmm)
476_turn_021,okay_confirm (okay)
476_turn_022,understand (i understand)
476_turn_023,yeah3 (yeah)
476_turn_024,okay_confirm (okay)
476_turn_025,thats_good (that's good)
476_turn_026,uh_huh (uh huh)
476_turn_027,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
476_turn_028,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
476_turn_029,depression_diagnosed (have you been diagnosed with depression)
476_turn_030,happy_lasttime (tell me about the last time you felt really happy)
476_turn_031,awesome (awesome)
476_turn_032,self_change (what are some things you wish you could change about yourself)
476_turn_033,tell_about_that (can you tell me about that)
476_turn_034,why2 (why)
476_turn_035,isee_downer (i see)
476_turn_036,im_sorry (i'm sorry)
476_turn_037,regret (is there anything you regret)
476_turn_038,change_directions (what made you decide to do that)
476_turn_039,okay_confirm (okay)
476_turn_040,uh_huh (uh huh)
476_turn_041,nice (nice)
476_turn_042,asked_everything (okay i think i have asked everything i need to)
476_turn_043,appreciate_open (thanks for sharing your thoughts with me)
476_turn_044,bye (goodbye)
477_turn_000,thats_good (that's good)
477_turn_001,really (really)
477_turn_002,often_backB (how often do you go back to your hometown)
477_turn_003,compares_LA (how does it compare to l_a)
477_turn_004,mhm (mhm)
477_turn_005,happy_didthat (are you happy you did that)
477_turn_006,good_hear (that's so good to hear)
477_turn_007,living_situation (how do you like your living situation)
477_turn_008,awesome (awesome)
477_turn_009,hard_decision (how did you decide to do that)
477_turn_010,still_working_on_X (are you still working in that)
477_turn_011,mhm (mhm)
477_turn_012,dream_job (what's your dream job)
477_turn_013,difficult (how hard is that)
477_turn_014,yeah_downer (yeah)
477_turn_015,why2 (why)
477_turn_016,okay_confirm (okay)
477_turn_017,landed_trouble (has that gotten you in trouble)
477_turn_018,last_argument (when was the last time you argued with someone and what was it about)
477_turn_019,mm (mm)
477_turn_020,mhm (mhm)
477_turn_021,back_later (let's come back to that later)
477_turn_022,memory_erase (tell me about an event or something that you wish you could erase from your memory)
477_turn_023,mhm (mhm)
477_turn_024,okay_confirm (okay)
477_turn_025,understand (i understand)
477_turn_026,okay_confirm (okay)
477_turn_027,good_hear (that's so good to hear)
477_turn_028,uh_huh (uh huh)
477_turn_029,okay_confirm (okay)
477_turn_030,behavior_changes (have you noticed any changes in your behavior or thoughts lately)
477_turn_031,im_sorry (i'm sorry)
477_turn_032,ptsd_diagnosed (have you ever been diagnosed with p_t_s_d)
477_turn_033,depression_diagnosed (have you been diagnosed with depression)
477_turn_034,happy_lasttime (tell me about the last time you felt really happy)
477_turn_035,BF_describe (how would your best friend describe you)
477_turn_036,okay_confirm (okay)
477_turn_037,okay_confirm (okay)
477_turn_038,yeah2 (yeah)
477_turn_039,yeah_downer (yeah)
477_turn_040,hmmB (hmm)
477_turn_041,okay_confirm (okay)
477_turn_042,nice (nice)
482_turn_000,really (really)
482_turn_001,why2 (why)
482_turn_002,okay_confirm (okay)
482_turn_003,mhm (mhm)
482_turn_004,yeah3 (yeah)
482_turn_005,see_mean (i see what you mean)
482_turn_006,travel_changed (what do you enjoy about traveling)
482_turn_007,travel_trips (i'd love to hear about one of your trips)
482_turn_008,nice (nice)
482_turn_009,yeah3 (yeah)
482_turn_010,mhm (mhm)
482_turn_011,why2 (why)
482_turn_012,study (what did you study at school)
